id,do,si(gu),dong,population
1389,경기도,안산시 상록구,본오3동,19983
1390,경기도,안산시 상록구,부곡동,21804
1391,경기도,안산시 상록구,월피동,38498
1392,경기도,안산시 상록구,성포동,26609
1393,경기도,안산시 상록구,반월동,17888
1394,경기도,안산시 상록구,안산동,9050
1395,경기도,안산시 단원구,와동,38837
1396,경기도,안산시 단원구,고잔동,21769
1397,경기도,안산시 단원구,중앙동,25198
1398,경기도,안산시 단원구,호수동,44100
1399,경기도,안산시 단원구,원곡동,6196
1400,경기도,안산시 단원구,백운동,18358
1401,경기도,안산시 단원구,신길동,22672
1402,경기도,안산시 단원구,초지동,46976
1403,경기도,안산시 단원구,선부1동,17935
1404,경기도,안산시 단원구,선부2동,16314
1405,경기도,안산시 단원구,선부3동,35107
1406,경기도,안산시 단원구,대부동,8889
1407,경기도,고양시 덕양구,주교동,14935
1408,경기도,고양시 덕양구,원신동,23580
1409,경기도,고양시 덕양구,흥도동,46291
1410,경기도,고양시 덕양구,성사1동,21844
1411,경기도,고양시 덕양구,성사2동,11417
1412,경기도,고양시 덕양구,효자동,13343
1413,경기도,고양시 덕양구,삼송동,23850
1414,경기도,고양시 덕양구,창릉동,21719
1415,경기도,고양시 덕양구,고양동,30162
1416,경기도,고양시 덕양구,관산동,36647
1417,경기도,고양시 덕양구,능곡동,15584
1418,경기도,고양시 덕양구,화정1동,37897
1419,경기도,고양시 덕양구,화정2동,33223
1420,경기도,고양시 덕양구,행주동,19078
1421,경기도,고양시 덕양구,행신1동,21974
1422,경기도,고양시 덕양구,행신2동,32177
1423,경기도,고양시 덕양구,행신3동,45803
1424,경기도,고양시 덕양구,화전동,27342
1425,경기도,고양시 덕양구,대덕동,2457
1426,경기도,고양시 일산동구,식사동,36822
1427,경기도,고양시 일산동구,중산동,47080
1428,경기도,고양시 일산동구,정발산동,23588
1429,경기도,고양시 일산동구,풍산동,38987
1430,경기도,고양시 일산동구,백석1동,30774
1431,경기도,고양시 일산동구,백석2동,20910
1432,경기도,고양시 일산동구,마두1동,24226
1433,경기도,고양시 일산동구,마두2동,16549
1434,경기도,고양시 일산동구,장항1동,11262
1435,경기도,고양시 일산동구,장항2동,26966
1436,경기도,고양시 일산동구,고봉동,23186
1437,경기도,고양시 일산서구,일산1동,27446
1438,경기도,고양시 일산서구,일산2동,18603
1439,경기도,고양시 일산서구,일산3동,35790
1440,경기도,고양시 일산서구,탄현동,51879
1441,경기도,고양시 일산서구,주엽1동,28086
1442,경기도,고양시 일산서구,주엽2동,29235
1443,경기도,고양시 일산서구,대화동,36482
1444,경기도,고양시 일산서구,송포동,21867
1445,경기도,고양시 일산서구,송산동,51784
1446,경기도,과천시,중앙동,10983
1447,경기도,과천시,갈현동,14498
1448,경기도,과천시,별양동,10790
1449,경기도,과천시,부림동,14957
1450,경기도,과천시,과천동,9451
1451,경기도,과천시,문원동,7720
1452,경기도,구리시,갈매동,31223
1453,경기도,구리시,동구동,37930
1454,경기도,구리시,인창동,23303
1455,경기도,구리시,교문1동,16362
1456,경기도,구리시,교문2동,22115
1457,경기도,구리시,수택1동,17505
1458,경기도,구리시,수택2동,25639
1459,경기도,구리시,수택3동,21727
1460,경기도,남양주시,와부읍,61734
1461,경기도,남양주시,진접읍,92897
1462,경기도,남양주시,화도읍,104062
1463,경기도,남양주시,화도읍동부출장소,14813
1464,경기도,남양주시,진건읍,24044
1465,경기도,남양주시,오남읍,53525
1466,경기도,남양주시,퇴계원읍,29517
1467,경기도,남양주시,별내면,19740
1468,경기도,남양주시,수동면,8973
1469,경기도,남양주시,조안면,4181
1470,경기도,남양주시,호평동,56075
1471,경기도,남양주시,평내동,36571
1472,경기도,남양주시,금곡동,18744
1473,경기도,남양주시,양정동,4509
1474,경기도,남양주시,다산1동,80129
1475,경기도,남양주시,다산2동,36061
1476,경기도,남양주시,별내동,74707
1477,경기도,오산시,중앙동,36023
1478,경기도,오산시,남촌동,20394
1479,경기도,오산시,신장동,61106
1480,경기도,오산시,세마동,32117
1481,경기도,오산시,초평동,16287
1482,경기도,오산시,대원동,64677
1483,경기도,시흥시,대야동,44725
1484,경기도,시흥시,신천동,36301
1485,경기도,시흥시,신현동,9978
1486,경기도,시흥시,은행동,55731
1487,경기도,시흥시,매화동,12133
1488,경기도,시흥시,목감동,42229
1489,경기도,시흥시,군자동,22052
1490,경기도,시흥시,월곶동,16026
1491,경기도,시흥시,정왕본동,20328
1492,경기도,시흥시,정왕1동,22571
1493,경기도,시흥시,정왕2동,32064
1494,경기도,시흥시,정왕3동,22935
1495,경기도,시흥시,정왕4동,21371
1496,경기도,시흥시,배곧동,71063
1497,경기도,시흥시,과림동,1988
1498,경기도,시흥시,연성동,23771
1499,경기도,시흥시,장곡동,30895
1500,경기도,시흥시,능곡동,22954
1501,경기도,군포시,군포1동,33419
1502,경기도,군포시,군포2동,53407
1503,경기도,군포시,산본1동,15972
1504,경기도,군포시,산본2동,27072
1505,경기도,군포시,금정동,17388
1506,경기도,군포시,재궁동,18938
1507,경기도,군포시,오금동,21888
1508,경기도,군포시,수리동,16648
1509,경기도,군포시,궁내동,20885
1510,경기도,군포시,대야동,20600
1511,경기도,군포시,광정동,25175
1512,경기도,의왕시,고천동,14433
1513,경기도,의왕시,부곡동,29529
1514,경기도,의왕시,오전동,37413
1515,경기도,의왕시,내손1동,21002
1516,경기도,의왕시,내손2동,23095
1517,경기도,의왕시,청계동,36971
1518,경기도,하남시,천현동,7631
1519,경기도,하남시,신장1동,6659
1520,경기도,하남시,신장2동,45136
1521,경기도,하남시,덕풍1동,16047
1522,경기도,하남시,덕풍2동,19348
1523,경기도,하남시,덕풍3동,25641
1524,경기도,하남시,풍산동,29985
1525,경기도,하남시,감북동,2770
1526,경기도,하남시,감일동,20584
1527,경기도,하남시,위례동,20303
1528,경기도,하남시,춘궁동,4007
1529,경기도,하남시,초이동,3641
1530,경기도,하남시,미사1동,50449
1531,경기도,하남시,미사2동,47986
1532,경기도,용인시 처인구,포곡읍,33330
1533,경기도,용인시 처인구,모현읍,26592
1534,경기도,용인시 처인구,이동읍,20316
1535,경기도,용인시 처인구,남사읍,23705
1536,경기도,용인시 처인구,원삼면,8208
1537,경기도,용인시 처인구,백암면,8410
1538,경기도,용인시 처인구,양지면,18921
1539,경기도,용인시 처인구,중앙동,24769
1540,경기도,용인시 처인구,역삼동,44677
1541,경기도,용인시 처인구,유림동,36152
1542,경기도,용인시 처인구,동부동,13050
1543,경기도,용인시 기흥구,신갈동,38625
1544,경기도,용인시 기흥구,영덕1동,30590
1545,경기도,용인시 기흥구,영덕2동,17580
1546,경기도,용인시 기흥구,구갈동,41945
1547,경기도,용인시 기흥구,상갈동,13295
1548,경기도,용인시 기흥구,보라동,33640
1549,경기도,용인시 기흥구,기흥동,21572
1550,경기도,용인시 기흥구,서농동,26262
1551,경기도,용인시 기흥구,구성동,39284
1552,경기도,용인시 기흥구,마북동,32261
1553,경기도,용인시 기흥구,동백1동,32966
1554,경기도,용인시 기흥구,동백2동,27294
1555,경기도,용인시 기흥구,동백3동,23456
1556,경기도,용인시 기흥구,상하동,24921
1557,경기도,용인시 기흥구,보정동,36473
1558,경기도,용인시 수지구,풍덕천1동,36647
1559,경기도,용인시 수지구,풍덕천2동,41467
1560,경기도,용인시 수지구,신봉동,38045
1561,경기도,용인시 수지구,죽전1동,56661
1562,경기도,용인시 수지구,죽전2동,18432
1563,경기도,용인시 수지구,동천동,49575
1564,경기도,용인시 수지구,상현1동,48529
1565,경기도,용인시 수지구,상현2동,33811
1566,경기도,용인시 수지구,성복동,53960
1567,경기도,파주시,문산읍,48286
1568,경기도,파주시,파주읍,13148
1569,경기도,파주시,법원읍,10545
1570,경기도,파주시,조리읍,29980
1571,경기도,파주시,월롱면,9009
1572,경기도,파주시,탄현면,13273
1573,경기도,파주시,광탄면,11334
1574,경기도,파주시,파평면,3872
1575,경기도,파주시,적성면,7511
1576,경기도,파주시,군내면,0
1577,경기도,파주시,장단출장소,551
1578,경기도,파주시,진동면,166
1579,경기도,파주시,금촌1동,22217
1580,경기도,파주시,금촌2동,33029
1581,경기도,파주시,금촌3동,27427
1582,경기도,파주시,교하동,42187
1583,경기도,파주시,운정1동,48561
1584,경기도,파주시,운정2동,62975
1585,경기도,파주시,운정3동,84430
1586,경기도,이천시,장호원읍,14633
1587,경기도,이천시,부발읍,36127
1588,경기도,이천시,신둔면,13798
1589,경기도,이천시,백사면,11276
1590,경기도,이천시,호법면,5739
1591,경기도,이천시,마장면,14585
1592,경기도,이천시,대월면,14475
1593,경기도,이천시,모가면,4451
1594,경기도,이천시,설성면,4713
1595,경기도,이천시,율면,2640
1596,경기도,이천시,창전동,17172
1597,경기도,이천시,증포동,53819
1598,경기도,이천시,중리동,14873
1599,경기도,이천시,관고동,10264
1600,경기도,안성시,공도읍,59688
1601,경기도,안성시,보개면,5344
1602,경기도,안성시,금광면,7385
1603,경기도,안성시,서운면,3340
1604,경기도,안성시,미양면,5911
1605,경기도,안성시,대덕면,15340
1606,경기도,안성시,양성면,5283
1607,경기도,안성시,원곡면,6267
1608,경기도,안성시,일죽면,7579
1609,경기도,안성시,죽산면,6810
1610,경기도,안성시,삼죽면,3607
1611,경기도,안성시,고삼면,1946
1612,경기도,안성시,안성1동,12398
1613,경기도,안성시,안성2동,24178
1614,경기도,안성시,안성3동,22464
1615,경기도,김포시,통진읍,26865
1616,경기도,김포시,고촌읍,46957
1617,경기도,김포시,양촌읍,28968
1618,경기도,김포시,대곶면,9771
1619,경기도,김포시,월곶면,5493
1620,경기도,김포시,하성면,8162
1621,경기도,김포시,김포본동,61913
1622,경기도,김포시,장기본동,39134
1623,경기도,김포시,사우동,22798
1624,경기도,김포시,풍무동,62176
1625,경기도,김포시,장기동,41217
