업종,브랜드,상호,가맹사업 개시일,가맹사업 년수,가맹점수,가맹본부 임직원수
주점,아무술집,(주)대건에프앤비,2020-03-06,1년 0개월,0,13명
주점,만복국수집,(주)은혜푸드,2007-09-15,13년 6개월,78,7명
주점,1970 새마을포차,(주)위너스에프앤디,2019-06-05,1년 9개월,4,3명
주점,동백연가,강호에프엔씨,가맹사업 개시 전,0년 0개월,0,1명
주점,최군맥주,(주)빅브라더,2013-07-18,7년 8개월,27,20명
주점,따다 (ddada),제이.에스(J.S)컴퍼니,2018-04-23,2년 11개월,3,1명
주점,룸비,(주)수봉에프에스,2020-01-15,1년 2개월,0,0명
주점,사쿠라테이엔,사쿠라테이엔,2020-07-10,0년 8개월,4,0명
주점,11010 흥 닭발,11010닭발,가맹사업 개시 전,0년 0개월,0,1명
주점,별난아재맥주,농업회사법인(주)별난사람들,2019-09-20,1년 6개월,5,8명
주점,오말짜비어,(주)엠제이인터내셔널,2014-05-02,6년 10개월,6,2명
주점,필스너하우스(PILSNER HOUSE),(주)엔디홀딩스,2015-08-10,5년 7개월,10,2명
주점,오호리준,오호리준,2018-07-03,2년 8개월,5,1명
주점,한냥노가리,한냥노가리본사,2016-05-04,4년 10개월,4,2명
주점,단골손님,(주)선후,2018-08-01,2년 7개월,11,4명
주점,오땅비어,(주)트렌차이즈,2014-04-28,6년 11개월,31,12명
주점,헬로사이판,미코에프씨(주),가맹사업 개시 전,0년 0개월,0,5명
주점,와인주막차차,(주)차차,2017-04-24,3년 11개월,13,10명
주점,전씨술방,(주)빅브라더,2016-05-20,4년 10개월,3,20명
주점,퍼스트비어,퍼스트프랜차이즈,2009-03-21,12년 0개월,16,1명
주점,치쌩피쌩,퍼스트프랜차이즈,2020-06-29,0년 9개월,0,1명
주점,브라더오뎅,프랜차이즈창업연구소올프랜즈,2016-04-03,4년 11개월,21,1명
주점,골목,덕천골목,2019-05-15,1년 10개월,4,6명
주점,금별맥주,금별맥주,2018-12-10,2년 3개월,6,4명
주점,탐라포차,(주)대세에프엔비,가맹사업 개시 전,0년 0개월,0,12명
주점,미친가리비,미친가리비,2018-10-15,2년 5개월,2,1명
주점,술바다,DCT컴퍼니,2018-02-06,3년 1개월,4,1명
주점,붐비어,붐비어,2009-06-25,11년 9개월,31,1명
주점,역전총각맥주,미키코리아,2019-10-17,1년 5개월,2,2명
주점,CGB대한맥주,(주)모두에프엔씨,가맹사업 개시 전,0년 0개월,0,0명
주점,산주막,산,2017-07-04,3년 8개월,1,5명
주점,알바트로스,세음에프앤비,2002-03-29,19년 0개월,17,3명
주점,디오니스,세음에프앤비,1998-03-01,23년 0개월,18,3명
주점,부타(BUTA)웅,콜리,2017-06-01,3년 9개월,3,6명
주점,강대포식당,제이에스푸드(JS푸드),2019-03-18,2년 0개월,2,2명
주점,훈민정음 한식주점,(주)루덴스,가맹사업 개시 전,0년 0개월,0,2명
주점,순돌이네연탄집,순돌이네연탄집,2012-01-01,9년 2개월,3,1명
주점,79대포,(주)더벗,2014-05-20,6년 10개월,61,23명
주점,맥주공장,맥공서신점,2019-10-22,1년 5개월,1,4명
주점,취중다마,상생,2020-06-25,0년 9개월,0,1명
주점,포차왕안춘배,(주)용형,2015-10-27,5년 5개월,6,4명
주점,오비베어(OB BEAR),(주)코리아엔에스,2014-01-26,7년 2개월,12,4명
주점,비어웍스,비어웍스,2015-05-28,5년 10개월,7,1명
주점,쉼표맥주,쉼표맥주(직영점),가맹사업 개시 전,0년 0개월,0,1명
주점,더한잔,맘에드는F&B,2012-03-17,9년 0개월,6,4명
주점,폼프리츠,폼프리츠,2011-12-31,9년 3개월,22,2명
주점,투사랑,오엔푸드,2006-11-01,14년 4개월,61,1명
주점,식감이야기,식감이야기석남점,2018-03-14,3년 0개월,14,4명
주점,구노포차,(주)디디프랜즈,2010-08-01,10년 7개월,36,4명
주점,막이오름,(주)더본코리아,가맹사업 개시 전,0년 0개월,0,253명
주점,포차35구역,미코에프씨(주),2016-04-06,4년 11개월,8,5명
주점,무한사케무사,미코에프씨(주),2013-01-05,8년 2개월,9,5명
주점,빨간맛집,빨간맛집,2012-03-11,9년 0개월,1,1명
주점,브로스비어,(주)엔에이치에프,2017-08-07,3년 7개월,10,12명
주점,3883 팔도실비집,삼정코리아,2015-11-16,5년 4개월,45,4명
주점,아벡 데 프리츠,아벡데프리츠,2011-04-18,9년 11개월,30,2명
주점,임창정의 소주한잔,칠삼비브라더스(주),2014-10-18,6년 5개월,26,5명
주점,1도씨맥주(1℃ 맥주),(주)우리듬,2018-01-20,3년 2개월,22,5명
주점,88노가리,(주)88노가리,2019-03-01,2년 0개월,2,5명
주점,린생사진관,(주)에스앤디코퍼레이션,가맹사업 개시 전,0년 0개월,0,17명
주점,금복주류,피에스피에프앤디(주),2020-04-01,0년 11개월,0,38명
주점,와인싸롱뱅뱅,(주)삼조에스피피,2018-10-01,2년 5개월,7,5명
주점,비투비(BEER 2 BEER),(주)다모아에프앤비,가맹사업 개시 전,0년 0개월,0,0명
주점,지구상사,(주)팀어반,2020-04-14,0년 11개월,0,13명
주점,안춘배씨,(주)용형,2016-08-25,4년 7개월,5,4명
주점,팔팔호프,(유)팔팔에프앤비,가맹사업 개시 전,0년 0개월,0,0명
주점,리얼펍,(주)알피,2013-11-01,7년 4개월,54,13명
주점,무지개맥주,(주)시선프랜차이즈,2019-05-15,1년 10개월,38,6명
주점,겜블하우스(GAMBLE HOUSE),(주)더블에스그룹,2020-04-18,0년 11개월,0,18명
주점,생활맥주,(주)데일리비어,2014-10-02,6년 5개월,172,35명
주점,망고비어,(주)남천에프앤비,2015-10-08,5년 5개월,0,46명
주점,부라보맥주,부라보F&B,2019-05-15,1년 10개월,9,2명
주점,왕빈자전통주막,(주)왕부라더스,2015-07-01,5년 8개월,27,10명
주점,제일회관,(주)바론에프엔씨,2019-08-20,1년 7개월,1,7명
주점,혼술식당,혼술식당,가맹사업 개시 전,0년 0개월,0,1명
주점,용진집,용진집프랜차이즈,2018-11-20,2년 4개월,1,1명
주점,롱타임노씨,(주)엘티피에프앤씨,2019-01-01,2년 2개월,4,4명
주점,백스비어,(주)더본코리아,2015-04-24,5년 11개월,33,253명
주점,통파이브,(주)이루에프씨,2012-07-17,8년 8개월,45,38명
주점,포차스미스,(주)케이케이에프앤비(KKF&B),2018-04-24,2년 11개월,13,5명
주점,레드락,(주)제이스타임,2018-03-30,3년 0개월,11,6명
주점,개집비어,(주)개집비어,2013-11-13,7년 4개월,21,6명
주점,짠앤짠스,(주)제이스타임,2015-07-22,5년 8개월,1,5명
주점,미술관,(주)디딤,2014-06-15,6년 9개월,56,177명
주점,시장통,(주)수에프씨,2013-04-15,7년 11개월,3,2명
주점,레드문,(주)디딤,2018-07-31,2년 8개월,3,177명
주점,옥탑방오봉자싸롱,(주)봉자체인본부,2014-01-02,7년 2개월,85,1명
주점,크라운호프보리장인,피에스피에프앤디(주),2017-08-23,3년 7개월,214,38명
주점,이찌방이야기,(주)이찌방이야기,2019-08-11,1년 7개월,1,2명
주점,경성주막1929,피에스피에프앤디(주),2016-08-05,4년 7개월,86,38명
주점,세븐펍,(주)트리플세븐,가맹사업 개시 전,0년 0개월,0,3명
주점,얼맥당,(주)얼맥당,2019-08-20,1년 7개월,3,2명
주점,짱구야학교가자,(주)아지트메이커,2018-12-24,2년 3개월,1,7명
주점,브롱스(BRONX),(주)와이에프엔씨,2014-12-11,6년 3개월,82,35명
주점,여우주막,(주)피에프에스,2017-09-19,3년 6개월,2,5명
주점,피쉬앤그릴too,리치푸드(주),2003-12-01,17년 3개월,3,42명
주점,피쉬앤그릴&치르치르,리치푸드(주),2015-12-29,5년 3개월,10,42명
주점,짚동가리쌩주,리치푸드(주),2006-07-28,14년 8개월,11,42명
주점,뉴욕야시장,리치푸드(주),2016-07-15,4년 8개월,140,42명
주점,하드투포겟 위드 이태원포장마차,(주)하드투포겟공간,가맹사업 개시 전,0년 0개월,0,20명
주점,김봉남포장마차,(주)봉남푸드,2015-04-01,5년 11개월,17,2명
주점,맥탐정 홉스301,(주)올머스트,2020-04-29,0년 11개월,0,7명
주점,육회이야기,(주)쿠킹가이즈,2017-12-12,3년 3개월,4,0명
주점,군선생,(주)군선생,2010-03-02,11년 0개월,12,4명
주점,달려라 봉쥬비어,(주)더불어함께하는세상,2013-11-14,7년 4개월,35,6명
주점,청춘여행,(주)캔즈코리아,2019-11-30,1년 4개월,6,3명
주점,쿨럭(coolluck),(주)제이에스인터푸드,2009-10-30,11년 5개월,9,10명
주점,달빛맥주,(주)제이에스인터푸드,2018-02-07,3년 1개월,27,10명
주점,잔잔,(주)바론에프엔씨,2018-08-16,2년 7개월,9,7명
주점,오춘자비어,(주)춘자외식,2013-01-28,8년 2개월,60,4명
주점,소로야,(주)사람과사람,2014-11-17,6년 4개월,1,6명
주점,브루웍스,(주)캔즈코리아,2017-08-25,3년 7개월,15,3명
주점,크래프트한스(Craft Han's),(주)크래프트한스,2013-12-08,7년 3개월,45,9명
주점,사이야,(주)사람과사람,2011-07-04,9년 8개월,33,6명
주점,짝태시대,케이제이에프엔씨,2018-01-01,3년 2개월,2,1명
주점,동경야시장,(주)다이닝팩토리,2015-09-18,5년 6개월,71,21명
주점,미식클럽 1981,(주)미식컴퍼니,2020-04-29,0년 11개월,0,0명
주점,상구비어,(주)상구패밀리,2014-03-13,7년 0개월,41,5명
주점,샵도쿄시장,(주)샤프한사람들,2018-07-11,2년 8개월,8,0명
주점,달빛경성술집,(주)제이에프앤디,2017-05-15,3년 10개월,48,5명
주점,펀앤조이오뎅사께,(주)에스씨에프,2005-03-09,16년 0개월,9,2명
주점,이주사목로청,(주)에스씨에프,2017-09-01,3년 6개월,1,2명
주점,느린마을양조장&펍,(주)배상면주가,2011-06-30,9년 9개월,21,47명
주점,남오토코,(주)더남,2012-11-23,8년 4개월,21,1명
주점,까투리,(주)까투리,2001-11-15,19년 4개월,312,9명
주점,한남동그집,이심전심(주),2013-01-01,8년 2개월,49,9명
주점,단골손님,(주)단골손님,2019-01-02,2년 2개월,22,2명
주점,이분생,(주)이분생,2019-06-04,1년 9개월,0,5명
주점,밀회관,(주)트렌차이즈,2018-08-16,2년 7개월,11,12명
주점,동래별장,토리고야패밀리(주),2018-02-01,3년 1개월,1,6명
주점,토리고야,토리고야패밀리(주),2015-07-01,5년 8개월,8,6명
주점,준코노래타운,(주)준코,2001-09-01,19년 6개월,34,39명
주점,노가리까는언니,(주)더신선,2016-01-25,5년 2개월,12,5명
주점,삼구포차,(주)다존,2017-02-14,4년 1개월,32,7명
주점,압구정 봉구비어,(주)용감한사람들,2012-09-26,8년 6개월,370,12명
주점,서래맥주집,(주)서래스터,2014-05-30,6년 10개월,2,19명
주점,별주막,(주)별네트웍스,2018-12-24,2년 3개월,1,2명
주점,짝태시대,짝태시대,2016-12-01,4년 3개월,8,1명
주점,강구항 돗대골뱅이,(주)더동쪽바다가는길,2017-12-25,3년 3개월,3,23명
주점,소소한일상의별난주점,(주)야미,2013-08-25,7년 7개월,23,6명
주점,노가리슈퍼,(주)대진에프앤비,2015-12-15,5년 3개월,23,6명
주점,회장님댁,회장님댁,2019-11-01,1년 4개월,5,1명
주점,와라와라,(주)에프앤디파트너,2004-07-13,16년 8개월,13,7명
주점,민혁이네외국포차,(주)맛있게즐기고,2017-02-01,4년 1개월,7,2명
주점,대국민야시장,(주)프로파트너,2017-03-10,4년 0개월,5,5명
주점,간이역,주인프래너스(주),1999-09-08,21년 6개월,494,7명
주점,마포곱창,(주)마시명가,2013-02-06,8년 1개월,29,4명
주점,똥꼬,(주)맑음푸드,2008-05-03,12년 10개월,9,3명
주점,비어팩토리,(주)에스와이네트웍스,2011-10-30,9년 5개월,10,5명
주점,새우락,새우락,가맹사업 개시 전,0년 0개월,0,1명
주점,탄광맥주,(주)올바른에프앤비,가맹사업 개시 전,0년 0개월,0,15명
주점,에이펙스(APEX),(주)에이펙스에프앤비,2020-04-25,0년 11개월,0,1명
주점,치어스,(주)치어스,2002-11-15,18년 4개월,121,11명
주점,미스터포차,(주)훌랄라,2020-04-25,0년 11개월,0,14명
주점,맥주민족,(주)엘에이치지,2020-02-25,1년 1개월,0,13명
주점,남빙고생맥주,(주)빙고푸드,가맹사업 개시 전,0년 0개월,0,1명
주점,랜돌프,(주)보틀컴퍼니,2018-12-01,2년 3개월,4,1명
주점,대칠성포차,(주)엔에이치에프,2013-11-01,7년 4개월,46,12명
주점,코젤다크하우스(KOZELDARKHAUS),(주)케이디코리아,2013-09-25,7년 6개월,23,8명
주점,편의점포차핫셰프,(주)비즈플랜비,2017-03-10,4년 0개월,5,1명
주점,쓰리몽키즈,(주)세마리원숭이,2018-10-01,2년 5개월,7,6명
주점,구름공방,(주)인토외식산업,2014-08-04,6년 7개월,12,17명
주점,두꺼비로멘스,(주)오성푸드,2020-04-24,0년 11개월,0,10명
주점,오사카부루스,(주)오성푸드,2016-06-25,4년 9개월,67,10명
주점,1943,(주)위벨롭먼트,2019-04-17,1년 11개월,45,14명
주점,동시상영,(주)제이와이피,가맹사업 개시 전,0년 0개월,0,2명
주점,우아한 혼술식당,(주)혼술식당,2017-11-05,3년 4개월,16,4명
주점,설맥(SEOL MAC),(주)바이한,2017-06-27,3년 9개월,32,4명
주점,청담이상,(주)리코플레이트,2013-10-04,7년 5개월,78,16명
주점,사나포차,(주)한국창업경제연구소,2011-07-19,9년 8개월,20,6명
주점,맥주바켓(맥주Barket),(주)인토외식산업,2011-04-01,9년 11개월,20,17명
주점,옥토버훼스트(oktoberfest),마이크로브루어리코리아(주),2014-10-16,6년 5개월,0,15명
주점,엔츠노래타운,(주)엔츠,가맹사업 개시 전,0년 0개월,0,4명
주점,와바,(주)인토외식산업,2001-08-30,19년 7개월,53,17명
주점,비어바나(BEERVANA),(주)비어바나,가맹사업 개시 전,0년 0개월,0,8명
주점,도쿄술집,(주)가업에프씨,2018-06-20,2년 9개월,13,22명
주점,수맥집,㈜와이케이코리아,2017-04-30,3년 11개월,17,3명
주점,포차플레잉,(주)동행,2018-01-01,3년 2개월,6,5명
주점,변사또,엔에프시디사일오,2011-06-23,9년 9개월,11,1명
주점,사거리식당,코리안브라더,2015-06-01,5년 9개월,13,1명
주점,철수를차버린영희Beer,(주)와이에이치홀딩스,2014-01-20,7년 2개월,9,2명
주점,모로미,(주)여유와즐거움,2016-01-12,5년 2개월,51,28명
주점,하루비어,(주)포앤디코리아,2016-10-01,4년 5개월,24,11명
주점,맥주활력수,(주)모건파트너스,2018-06-10,2년 9개월,8,0명
주점,크래프트랩 마이비어(craft lab my beer),트루프렌드,가맹사업 개시 전,0년 0개월,0,1명
주점,포차썸데이,(주)티에스에프엔씨,2017-03-08,4년 0개월,2,13명
주점,트레비어,(주)트레비브로이,2018-04-02,2년 11개월,8,10명
주점,맨하탄슈퍼(MANHATTAN SUPERMARKET),(주)엘브라더스,2019-07-29,1년 8개월,3,6명
주점,코키펍(COCKY-PUB),(주)엘브라더스,2014-04-01,6년 11개월,5,6명
주점,아트몬스터,(주)박앤코파트너스,2020-04-20,0년 11개월,2,3명
주점,김작가의 이중생활,(주)별동부대,2016-03-03,5년 0개월,17,58명
주점,홍스포차,홍스푸드,2018-03-01,3년 0개월,13,1명
주점,역전할머니맥주1982,(주)역전에프앤씨,2016-11-04,4년 4개월,385,29명
주점,전주포민호맥,(주)호맥생활,2019-01-01,2년 2개월,10,2명
주점,먹태,엠엔엠에프씨(M&MFC),2015-06-03,5년 9개월,10,1명
주점,짱큰대구대가리,짱큰FNC,2015-07-13,5년 8개월,5,1명
주점,1974 종로호랑이 맥주,(주)종로호랑이에프앤디,2019-10-30,1년 5개월,1,2명
주점,비어사케,케이에스에이치(KSH)푸드,2013-11-01,7년 4개월,37,1명
주점,부엉이빌라,(주)이든에프엔씨,가맹사업 개시 전,0년 0개월,0,5명
주점,땡초우동,(주)다온에프앤에스,2013-09-11,7년 6개월,35,2명
주점,비턴,(주)비원에프앤씨,2011-11-14,9년 4개월,111,8명
주점,짝태&노가리,(주)피엘오하모니,2014-10-21,6년 5개월,133,6명
주점,청춘문방구,청춘에프앤비(F&B),2016-04-16,4년 11개월,5,1명
주점,사랑관,사랑컴퍼니,2020-04-10,0년 11개월,0,0명
주점,국제내쇼날,(주)올웨이즈에프앤비,가맹사업 개시 전,0년 0개월,0,2명
주점,꾼노리,(주)빅토리어스,2008-10-31,12년 5개월,31,10명
주점,청춘싸롱,(주)리치메이커,2014-09-23,6년 6개월,11,3명
주점,제이에이치 곰포차,제이에이치푸드,2020-04-10,0년 11개월,0,2명
주점,달빛한모금,(주)달빛가족,2014-11-26,6년 4개월,6,3명
주점,700beer,칠공공비어(주),2008-07-09,12년 8개월,49,8명
주점,탁봉순새우양계장,탁봉순새우양계장,2018-10-01,2년 5개월,1,3명
주점,쭈꾸미블루스,(주)펀투비위드,2015-09-25,5년 6개월,3,2명
주점,주민상회,(주)시선프랜차이즈,2015-07-01,5년 8개월,47,6명
주점,오늘술집주다방,타베코리아,2020-03-23,1년 0개월,0,0명
주점,꼴목,좋은나무,2019-07-08,1년 8개월,6,1명
주점,엔틱정,(주)위하여,가맹사업 개시 전,0년 0개월,0,0명
주점,검정고무신,제이에이치푸드,2020-03-09,1년 0개월,0,0명
주점,온더문포차,(주)다온코퍼레이션,가맹사업 개시 전,0년 0개월,0,4명
주점,공룡슈퍼,(주)더조은컴퍼니,가맹사업 개시 전,0년 0개월,0,0명
주점,타코락,타코락컴퍼니,2015-06-05,5년 9개월,5,0명
주점,픽싸(PIXXA),픽싸(PIXXA),2019-03-16,2년 0개월,1,4명
주점,잭팟플레이스,(주)에이치케이엔스포츠홀덤,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,cookrunner,요리하는경더기,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,윤이불닭발,블러프컴퍼니,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,배달중독,(주)천년에프앤비,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,타코비치즈볼,(주)타코비코리아,가맹사업 개시 전,0년 0개월,0,5명
기타 외식,요리야황제돈가스,(주)다알찬,2020-04-22,0년 11개월,1,5명
기타 외식,다수니와플,다수니와플,가맹사업 개시 전,0년 0개월,0,1명
기타 외식,교자킹,(주)아하엔파트너스,가맹사업 개시 전,0년 0개월,0,11명
기타 외식,소신,(주)지엔에스에프앤비,2020-01-18,1년 2개월,0,10명
기타 외식,닭익는마을도리마루,(주)지엔에스에프앤비,2007-11-09,13년 4개월,0,10명
기타 외식,닭익는마을,(주)지엔에스에프앤비,1975-01-20,46년 2개월,13,9명
기타 외식,파스타이츠,파스타이츠,가맹사업 개시 전,0년 0개월,0,2명
기타 외식,샌드리아,(주)엘에이치지,2017-12-14,3년 3개월,66,13명
기타 외식,보고싶다,보고싶다(주),2018-08-07,2년 7개월,79,20명
기타 외식,밥차남,나이스F&C,2020-09-23,0년 6개월,0,1명
기타 외식,어쭈꾸리꼼장어,어쭈구리,2019-06-25,1년 9개월,1,1명
기타 외식,미스코다리 미스터황태,쿠잉에프엔씨(CooingF&C),2017-01-15,4년 2개월,8,1명
기타 외식,이한규의 서소문족발,(주)만점족,가맹사업 개시 전,0년 0개월,0,23명
기타 외식,고반식당,(주)고반에프앤비,2016-12-20,4년 3개월,24,9명
기타 외식,백의만족,(주)백만에프씨,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,오규당,(주)만뽀당,가맹사업 개시 전,0년 0개월,0,7명
기타 외식,너티차일드,(주)디앤지컴퍼니본,2017-04-20,3년 11개월,0,0명
기타 외식,한끼정,한끼정하남본점,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,가마치통닭,(주)티지와이,2016-06-01,4년 9개월,398,18명
기타 외식,삼삼구,삼삼구한양대점,2020-08-03,0년 7개월,0,0명
기타 외식,죽이야기,(주)죽이야기,2004-08-31,16년 7개월,406,37명
기타 외식,백세면사무소,(주)달인과사람들,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,초초,(주)에스지에프앤비,가맹사업 개시 전,0년 0개월,0,18명
기타 외식,직화방이,(주)에디블,가맹사업 개시 전,0년 0개월,0,1명
기타 외식,갓츠킹,(주)티에스에프엔씨,가맹사업 개시 전,0년 0개월,0,13명
기타 외식,부대찌개119,부대찌개119,2020-11-30,0년 4개월,0,0명
기타 외식,포베이(PhoBay),(주)포베이,2002-10-23,18년 5개월,65,17명
기타 외식,푸르릇,푸르릇,가맹사업 개시 전,0년 0개월,0,1명
기타 외식,육갑자,(유)맛쎈푸드,가맹사업 개시 전,0년 0개월,0,9명
기타 외식,복닥찜닭,(주)비엔피푸드,2020-11-01,0년 4개월,0,12명
기타 외식,곱사마,푸드와사랑에빠지다,가맹사업 개시 전,0년 0개월,0,1명
기타 외식,아메리칸트레이,아메리칸트레이,2019-08-03,1년 7개월,3,6명
기타 외식,위드루아 촘촘,(주)루아,가맹사업 개시 전,0년 0개월,0,28명
기타 외식,대배달의 시대,(주)아이센스푸드,가맹사업 개시 전,0년 0개월,0,16명
기타 외식,혼밥귀족,(주)혼밥라이프,2020-04-01,0년 11개월,0,2명
기타 외식,혼술;몽,(주)마스터아이디,가맹사업 개시 전,0년 0개월,0,11명
기타 외식,에그벅,(주)토랑에프씨,가맹사업 개시 전,0년 0개월,0,14명
기타 외식,마이하노이,(주)호경에프씨,가맹사업 개시 전,0년 0개월,0,32명
기타 외식,고돼지,(주)앤리치,2017-10-20,3년 5개월,21,7명
기타 외식,광평도새기촌,광평도새기촌본점,가맹사업 개시 전,0년 0개월,0,6명
기타 외식,후후,(주)소디프비앤에프,가맹사업 개시 전,0년 0개월,0,200명
기타 외식,야끼텐,(주)소디프비앤에프,가맹사업 개시 전,0년 0개월,0,200명
기타 외식,샐러드아,피씨에스코리아,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,추어상회,투엔티투제이,가맹사업 개시 전,0년 0개월,0,2명
기타 외식,김수미의엄마손맛,(주)씨와이비,가맹사업 개시 전,0년 0개월,0,3명
기타 외식,찜뚝딱,(주)에쓰와이프랜차이즈,2020-05-15,0년 10개월,0,44명
기타 외식,나성갈비,(주)에쓰와이프랜차이즈,2020-04-13,0년 11개월,0,44명
기타 외식,고퀄리티삼겹살도시락,카페(CAFE)툰,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,한근숯불갈비,(주)비에스인큐,2020-01-01,1년 2개월,0,3명
기타 외식,오공복이,(주)남쪽나라,2015-11-01,5년 4개월,20,7명
기타 외식,위찜,위찜,2019-09-10,1년 6개월,2,4명
기타 외식,이백장 돈가스,쿠킹팩토리24,2019-08-01,1년 7개월,35,1명
기타 외식,씨네마얼음맥주,씨네마얼음맥주,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,타코비,(주)타코비코리아,2009-09-01,11년 6개월,33,5명
기타 외식,정육식당 신의한점,(주)파타지,가맹사업 개시 전,0년 0개월,0,6명
기타 외식,구공족발,제이앤케이(J&K),2020-09-01,0년 6개월,0,1명
기타 외식,신묘한닭도리탕&곱도리탕,이찬에프앤비(주),2020-08-18,0년 7개월,0,0명
기타 외식,더철판삼겹,(주)다니엘푸드,2020-09-11,0년 6개월,0,0명
기타 외식,뛰는닭 위에 나는닭,(주)비어프랜드,가맹사업 개시 전,0년 0개월,0,7명
기타 외식,가마치삼계탕,(주)티지와이,가맹사업 개시 전,0년 0개월,0,18명
기타 외식,수비드68도먹거리,(주)베스트포굿,가맹사업 개시 전,0년 0개월,0,1명
기타 외식,DNRANCH,(주)비아든,가맹사업 개시 전,0년 0개월,0,8명
기타 외식,미치닥떡볶이,(주)우리둥지,가맹사업 개시 전,0년 0개월,0,7명
기타 외식,투탑(TWO TOP),국민키친,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,돈까스회관,(주)바르다프랜차이즈,2019-10-03,1년 5개월,1,0명
기타 외식,플렉스푸드,플렉스푸드본점,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,강경불고기,(주)강경푸드,2018-01-02,3년 2개월,4,3명
기타 외식,요가파이어,(주)강경푸드,2013-08-01,7년 7개월,5,3명
기타 외식,샌드베이,(주)국민키친,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,에그존(egg zone),(주)국민키친,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,윤경양식당,(주)삼삼테이블,가맹사업 개시 전,0년 0개월,0,8명
기타 외식,jay coffee,제이에이치푸드,2016-04-10,4년 11개월,6,2명
기타 외식,설어정,명랑시대외식청년창업협동조합,가맹사업 개시 전,0년 0개월,0,57명
기타 외식,오이씨통치킨,(주)프레시안에프앤비,2011-02-28,10년 1개월,4,4명
기타 외식,혼술식당,본프레시,2019-04-16,1년 11개월,3,1명
기타 외식,샐러바웃,샐러풀,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,인스타크랩,(주)더선주,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,어묵먹은호랑이,(주)피쉬바게트,2018-10-29,2년 5개월,3,3명
기타 외식,황소알곱창,(주)월투월,2020-07-02,0년 8개월,0,0명
기타 외식,바오밥(BAOBAB),(주)바오밥아이엔씨,2014-12-01,6년 3개월,22,7명
기타 외식,광부맥주,(주)바오밥아이엔씨,가맹사업 개시 전,0년 0개월,0,7명
기타 외식,민영활어공장,(주)디딤,가맹사업 개시 전,0년 0개월,0,177명
기타 외식,최용찬의불노리,(주)한성푸드대구불노리막창창업컨설팅,2010-11-29,10년 4개월,10,0명
기타 외식,마이쿡,(주)채선당,가맹사업 개시 전,0년 0개월,0,123명
기타 외식,채선당도시락&샐러드,(주)채선당,가맹사업 개시 전,0년 0개월,0,123명
기타 외식,하대승 담양갈비,승승그룹(주),가맹사업 개시 전,0년 0개월,0,0명
기타 외식,에그위치,(주)크리에이티브크루,가맹사업 개시 전,0년 0개월,0,3명
기타 외식,불닭발땡초동대문엽기떡볶이,(주)핫시즈너,2005-10-05,15년 5개월,487,44명
기타 외식,투고키친,(주)제이알에프앤씨,2020-09-28,0년 6개월,0,13명
기타 외식,루아 저세상 불쭈꾸미,(주)루아,가맹사업 개시 전,0년 0개월,0,28명
기타 외식,킴쓰해물로스,킴스해물로스,2020-02-01,1년 1개월,0,3명
기타 외식,칠백집 서울껍데기,(주)길품에프엔비,2019-06-20,1년 9개월,4,9명
기타 외식,샐러드상점,피에스피에프앤디(주),2020-09-01,0년 6개월,0,38명
기타 외식,카레온,카레온가맹본부,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,브라운돈까스,(주)브라운에프앤씨,2014-02-21,7년 1개월,58,5명
기타 외식,조스테이크,델리원푸드,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,불소식당,(주)불소,2014-06-04,6년 9개월,4,3명
기타 외식,청춘닭꼬치,(주)청춘에프앤비,2017-09-07,3년 6개월,0,5명
기타 외식,고기굽는카페조선,(주)더굿에프엔씨,2012-08-08,8년 7개월,2,3명
기타 외식,매운상회,매운상회부천본점,가맹사업 개시 전,0년 0개월,0,0명
기타 외식,스노우폭스,(주)스노우폭스코리아,가맹사업 개시 전,0년 0개월,0,61명
기타 외식,승승,승승그룹(주),2019-03-01,2년 0개월,36,12명
기타 외식,홍익스테이크,홍익스테이크청라본점,가맹사업 개시 전,0년 0개월,0,1명
기타 외식,투고샐러드(TO GO salad),(주)브로스고,2015-08-23,5년 7개월,25,2명
기타 외식,할미감성,할미감성,가맹사업 개시 전,0년 0개월,0,1명
기타 외식,월남쌈김상사,(주)웰빙푸드에프씨,2009-09-10,11년 6개월,27,7명
기타 외식,밥스토랑,인피니티벤처스(주),2020-09-01,0년 6개월,0,16명
기타 외식,믿음직화,(주)카모메호스피탈리티그룹,가맹사업 개시 전,0년 0개월,0,36명
기타 외식,준경푸드,준경푸드,2020-06-04,0년 9개월,0,1명
