업종,브랜드,상호,가맹사업 개시일,가맹사업 년수,가맹점수,가맹본부 임직원수
한식,백철판0410,(주)더본코리아,2015-04-24,5년 11개월,8,253명
한식,모두국밥,(주)엠디에프시파트너스,2017-03-01,4년 0개월,5,3명
한식,수라섬,(주)비본코리아,2019-04-15,1년 11개월,1,17명
한식,보리밥보쌈전문점보릿골,(주)브이오비(VOB),2002-08-24,18년 7개월,8,15명
한식,해물떡찜0410,(주)더본코리아,2004-06-11,16년 9개월,0,253명
한식,메기매운탕전문점아우라지,(주)브이오비(VOB),2006-12-19,14년 3개월,4,15명
한식,온채당,(주)비본코리아,2016-02-01,5년 1개월,18,17명
한식,쌀눈쌀 현미누룽지,(주)엄마,2016-04-20,4년 11개월,46,6명
한식,내가찜한닭,(주)마이푸드,2012-02-17,9년 1개월,29,11명
한식,생극해장국,(주)에스컴퍼니,2017-07-01,3년 8개월,14,4명
한식,끝돈,(주)에프씨봉대박,가맹사업 개시 전,0년 0개월,0,4명
한식,숯칼손칼국수,엠제이더블유(주),가맹사업 개시 전,0년 0개월,0,0명
한식,참한국밥,참한국밥,2019-01-01,2년 2개월,6,4명
한식,전주생구이,(주)다가본,2019-05-05,1년 10개월,0,0명
한식,가마솥철마한우곰탕,(주)가마솥철마한우곰탕,2019-01-10,2년 2개월,5,4명
한식,끝소,(주)에프씨봉대박,가맹사업 개시 전,0년 0개월,0,4명
한식,홍반장신의주찹쌀순대와감자탕,(주)홍반장,2007-02-15,14년 1개월,5,19명
한식,본동네 추어탕,(주)푸드윈,2007-01-13,14년 2개월,3,31명
한식,청해신푸른바다찜탕,청.해.신,가맹사업 개시 전,0년 0개월,0,2명
한식,별미지교,다옴에프엠에스(주),가맹사업 개시 전,0년 0개월,0,6명
한식,등뼈가,(주)푸드윈,2005-04-25,15년 11개월,85,31명
한식,왕건이감자탕,(주)푸드윈,2013-06-01,7년 9개월,2,31명
한식,아곱닭스,지강에프앤비(주),2017-12-20,3년 3개월,0,11명
한식,봉대박찜닭,(주)에프씨봉대박,2015-12-01,5년 3개월,2,4명
한식,샵인샵팩토리,(주)뉴월드퓨처,2018-05-04,2년 10개월,1,3명
한식,별미샤브,다옴에프엠에스(주),가맹사업 개시 전,0년 0개월,0,6명
한식,전초전,(주)더불어함께하는세상,2013-11-01,7년 4개월,6,6명
한식,한방서원갈비,(주)디저트팩토리,가맹사업 개시 전,0년 0개월,0,4명
한식,별법 동태탕 왕해물찜,(주)씨에스에프씨,2012-09-20,8년 6개월,23,9명
한식,황제육회,(주)동해의한우,2014-03-05,7년 0개월,3,5명
한식,해물꽃돈,(주)해물꽃돈,가맹사업 개시 전,0년 0개월,0,1명
한식,내담 대구탕 해물갈비찜,(주)씨에스에프씨,2012-12-29,8년 3개월,43,9명
한식,큰집아저씨,(주)프랜몬스터,2014-07-01,6년 8개월,7,3명
한식,얌샘김밥,(주)얌샘,2015-10-21,5년 5개월,169,33명
한식,김경자소문난대구왕뽈찜,해듬(주),2014-11-04,6년 4개월,16,3명
한식,바베큐통족구이,(주)케이제이푸드시스템,2009-12-01,11년 3개월,38,11명
한식,한길라갈비,(주)한길상회,가맹사업 개시 전,0년 0개월,0,4명
한식,부야스곱창,(주)유앤아이컴즈,2015-03-07,6년 0개월,2,3명
한식,김연수소갈비살,(주)긍정플러스,2018-08-06,2년 7개월,3,4명
한식,동서네낙지,(유)동서네낙지본점,2013-02-21,8년 1개월,23,9명
한식,닭갈비제작소,(주)닥인흥업,2015-02-15,6년 1개월,32,4명
한식,돌깨마을 맷돌순두부,(주)자연가득,2001-08-24,19년 7개월,22,19명
한식,착한돼지,(주)착한푸드,2013-04-17,7년 11개월,21,3명
한식,조선닭볶음탕,(주)잭팟,2016-06-29,4년 9개월,11,6명
한식,놀란돼지,(주)숲풀림식품,2006-06-09,14년 9개월,14,58명
한식,속초애명태간장조림,황금정원S,2017-05-11,3년 10개월,3,1명
한식,놀란곱창,(주)숲풀림식품,2005-01-15,16년 2개월,9,58명
한식,강찜찌,칠성발효묵은지,가맹사업 개시 전,0년 0개월,0,1명
한식,고기는 모름지기 연탄구이,제이에스(JS)대원식품,2019-01-01,2년 2개월,9,1명
한식,우아한 발요리 봉족발,봉족발,가맹사업 개시 전,0년 0개월,0,1명
한식,상도늘보리,(주)늘보리에프앤씨,2016-08-30,4년 7개월,15,4명
한식,족제소,(주)자작나무형제들,2019-09-01,1년 6개월,2,9명
한식,거송갈비찜,(주)케이지컴퍼니,2019-01-01,2년 2개월,4,4명
한식,소소린,소소린(주),2018-08-20,2년 7개월,28,11명
한식,폭풍갈비,(주)대자푸드,2018-08-27,2년 7개월,8,4명
한식,소문(小門),(주)양우돈,2019-05-20,1년 10개월,2,2명
한식,오라이 숯불닭갈비,(주)자연가득,2010-05-31,10년 10개월,3,19명
한식,설레족발,설렘,2018-05-23,2년 10개월,5,1명
한식,삼육오 족발찜닭,(주)자연가득,2014-10-06,6년 5개월,12,19명
한식,더자반(The자반),(유)더자반,2018-03-01,3년 0개월,2,1명
한식,조미료를넣지않은참마마된장,(주)마마에프앤비,2018-01-03,3년 2개월,7,5명
한식,해까득,(주)제이오코리아월드,2011-07-24,9년 8개월,11,5명
한식,더도이축산직영점,(주)더도이종가집,2019-08-20,1년 7개월,7,8명
한식,장수본가해장국,(주)장수엔터프라이즈,2014-10-10,6년 5개월,13,3명
한식,더도이종가집돼지국밥,(주)더도이종가집,2015-08-11,5년 7개월,6,8명
한식,안흥갈비,(주)안흥갈비,2013-11-19,7년 4개월,6,3명
한식,꼽창꼽창,(주)바른맘푸드,2017-07-21,3년 8개월,6,6명
한식,반주(BANJOO),(주)캘리스코,2015-12-01,5년 3개월,1,1511명
한식,한옥마을전주비빔밥,(주)풍년에프씨,2016-05-01,4년 10개월,46,12명
한식,육풍,(주)보담,2014-05-21,6년 10개월,31,16명
한식,별을 품은 곱창,(주)스타셀러,2015-11-01,5년 4개월,14,17명
한식,엉클족,베이직푸드(주),2017-07-01,3년 8개월,3,5명
한식,삼대족발,(주)다담푸드,2015-11-01,5년 4개월,9,0명
한식,한국의 솜씨,(주)이에스로지스틱스,가맹사업 개시 전,0년 0개월,0,2명
한식,오복미역,(주)오복푸드,2015-10-05,5년 5개월,52,7명
한식,불란다쭈꾸미,(주)행운식품,2014-01-08,7년 2개월,3,24명
한식,두부본가어묵,후푸드,2013-10-01,7년 5개월,11,2명
한식,낙원갈비집,(주)행복을만드는사람들,2019-05-01,1년 10개월,8,7명
한식,원가회관,(주)디아이디코리아,2018-05-01,2년 10개월,10,4명
한식,서울전통육개장,(주)엠제이에프앤씨,2016-05-28,4년 10개월,7,4명
한식,갈비꽃,(주)갈비꽃,2020-02-06,1년 1개월,0,3명
한식,방태막국수,(주)북촌사람들,가맹사업 개시 전,0년 0개월,0,37명
한식,생생4계절,(주)채선당,2018-12-28,2년 3개월,0,123명
한식,목촌나주곰탕왕갈비탕,(주)행운식품,2017-11-17,3년 4개월,15,24명
한식,값질갈비,제이코퍼레이션유한책임회사,2018-12-12,2년 3개월,1,1명
한식,가마실감자탕,(주)가마실푸드,2018-01-01,3년 2개월,6,7명
한식,은행먹은 명가보쌈,(주)포레스트에프앤디,2019-05-01,1년 10개월,5,4명
한식,제주면장,(주)북촌사람들,2017-05-24,3년 10개월,10,37명
한식,율이육땅,율이육땅,가맹사업 개시 전,0년 0개월,0,1명
한식,미스터오징어,미스앤미스터㈜,2014-05-01,6년 10개월,29,11명
한식,희귀한족발,(주)포레스트에프앤디,2019-03-29,2년 0개월,34,4명
한식,올더플레이트(ALL THE PLATE),에이치더블유푸드시스템,2019-11-20,1년 4개월,1,1명
한식,도니스바베큐,도니스(주),2018-09-30,2년 6개월,14,4명
한식,1인자감자탕,(주)제이에스일인자,2006-05-02,14년 10개월,30,5명
한식,목촌사골돼지국밥,(주)행운식품,2008-01-01,13년 2개월,26,24명
한식,나능이,유정티앤에프(주),2013-02-22,8년 1개월,40,4명
한식,꾸지뽕 양념 숯불갈비,천사꾸지뽕무한리필,2020-04-28,0년 11개월,0,1명
한식,구팔한우,신선푸드,2019-12-15,1년 3개월,13,1명
한식,화사랑화로구이,(주)에프엘푸드시스템,2011-03-09,10년 0개월,5,10명
한식,콩뿌리 전주콩나물국밥,콩뿌리프랜차이즈(주),2019-07-01,1년 8개월,18,2명
한식,곰작골나주곰탕,(주)혜윰에프엔비,2012-02-03,9년 1개월,18,8명
한식,손군부대찌개,에스디에이치푸드,2018-12-31,2년 3개월,8,1명
한식,족발중심,원앤원(주),2014-02-19,7년 1개월,2,227명
한식,백곱식당,(주)남다름,2018-11-26,2년 4개월,4,2명
한식,마마쿡(MAMACOOK),(주)제이에스드림,2017-05-30,3년 10개월,4,16명
한식,원할머니,원앤원(주),1991-08-01,29년 7개월,252,227명
한식,배달삼겹 핑크돼지,원앤원(주),가맹사업 개시 전,0년 0개월,0,227명
한식,삼환축산,(주)쓰리티에이치이,2020-02-13,1년 1개월,0,3명
한식,영칼로리,(주)제이투케이에프앤비(J2KF&B),2018-03-18,3년 0개월,9,11명
한식,자연갈비,농업회사법인제이제이푸드시스템(주),2019-07-09,1년 8개월,5,5명
한식,꼬기냉면,(주)동은에프엔씨,2013-09-01,7년 6개월,6,4명
한식,바른화로,(주)달콤한세상,2019-10-16,1년 5개월,3,6명
한식,비빔밥 냉면을 부탁해,(주)제이투케이에프앤비,2020-04-28,0년 11개월,14,11명
한식,호박식당,(주)호박패밀리,2014-08-01,6년 7개월,2,61명
한식,양파이,(주)호박패밀리,2015-11-01,5년 4개월,2,61명
한식,미미담(美味啖),(주)호박패밀리,가맹사업 개시 전,0년 0개월,0,61명
한식,일품양평해장국,(주)우분트,2018-01-01,3년 2개월,47,5명
한식,서민국밥,(주)서민상회,2017-07-10,3년 8개월,4,4명
한식,해장꾹이,(주)우분트,2015-10-29,5년 5개월,8,5명
한식,갈비배달도시락 스트릿테이블,햇잎푸드(주),2017-09-17,3년 6개월,24,1명
한식,진짜배기명태촌,(주)행복가득,2020-04-28,0년 11개월,2,5명
한식,방일해장국,(주)방일에프씨,2000-02-15,21년 1개월,70,8명
한식,곤지암 한우 소머리국밥,(주)서민상회,2017-07-12,3년 8개월,23,4명
한식,햇잎갈비,햇잎푸드(주),2008-12-05,12년 3개월,9,1명
한식,이북만두락원,(주)락원에프앤비,2020-04-28,0년 11개월,0,10명
한식,소플러스,(주)엔조이푸드시스템,2017-04-25,3년 11개월,18,7명
한식,수유리찌개백반,씨앤오프렌차이즈(C&O프렌차이즈),2019-12-09,1년 3개월,2,5명
한식,청와삼대,(주)봄봄,2011-08-26,9년 7개월,34,16명
한식,마시마니매운갈비찜,(주)피앤피아이앤씨,2009-03-01,12년 0개월,4,3명
한식,팔당냉면,농업회사법인푸드앤소울(주),2014-01-22,7년 2개월,2,7명
한식,알찜의정석,현스푸드,2019-07-10,1년 8개월,4,1명
한식,고기주는 햇쌈불냉면,햇잎푸드(주),가맹사업 개시 전,0년 0개월,0,2명
한식,수준이다른닭발과곱창,라온우리협동조합,2019-11-25,1년 4개월,0,5명
한식,일산생갈비,(주)엔조이푸드시스템,2019-10-07,1년 5개월,1,7명
한식,날으는 영계찜닭,(주)더브로즈,가맹사업 개시 전,0년 0개월,0,3명
한식,무쇠쫄갈비,(주)더브로즈,가맹사업 개시 전,0년 0개월,0,3명
한식,서울국수,(주)신우에프에스,2020-04-28,0년 11개월,2,7명
한식,하남돼지집,(주)하남에프앤비,2012-06-05,8년 9개월,169,137명
한식,소이득,(주)오색만찬,2019-03-01,2년 0개월,1,55명
한식,파육장,(주)용마을,2013-10-10,7년 5개월,4,15명
한식,오봉도시락,(주)오색만찬,2010-06-25,10년 9개월,85,55명
한식,도리홀릭,(주)제이알디,2020-04-28,0년 11개월,0,1명
한식,국민삼겹살,(주)쭈노에프앤비,2018-04-01,2년 11개월,2,5명
한식,정일면옥,(주)정일,2019-06-28,1년 9개월,1,3명
한식,돕 감자탕전문점,(주)돕,가맹사업 개시 전,0년 0개월,0,25명
한식,바베큐덕삼이&화끈한닭발러,푸드플랫폼,2019-01-31,2년 2개월,6,1명
한식,우거지품은순대국,(주)우품,2017-01-10,4년 2개월,28,3명
한식,칼국수한마당,(주)한마당,2019-03-24,2년 0개월,8,3명
한식,찜빠,(주)제이알디,2020-04-28,0년 11개월,0,1명
한식,삼겹살 곱빼기 배달전문 고기한끼,(주)마포상회,2018-03-01,3년 0개월,22,0명
한식,통뼈감자탕,농업회사법인(주)자연식품,2009-06-01,11년 9개월,4,20명
한식,전통가마솥김치찜,식도락,2019-08-23,1년 7개월,4,1명
한식,족발3시30분,(주)타임에프앤씨,2018-03-01,3년 0개월,12,1명
한식,샤브담,(주)지씨홀딩스,2018-03-08,3년 0개월,7,0명
한식,손문대구막창갈매기살,(주)손문에프앤씨,2009-09-30,11년 6개월,25,3명
한식,숙성의미,㈜미담누리,2019-01-01,2년 2개월,38,9명
한식,유명진의육미정담,(주)명진푸드,2019-12-30,1년 3개월,0,0명
한식,곱돌이곱창,(주)지디프랜차이즈,가맹사업 개시 전,0년 0개월,0,2명
한식,날마다대박나는집,(주)명진푸드,2017-05-19,3년 10개월,14,6명
한식,고기듬뿍대왕비빔밥,(주)더플러스,2018-08-01,2년 7개월,93,12명
한식,유명진의육미정담,(주)명진푸드,2019-12-30,1년 3개월,0,6명
한식,호기심에 훔친뒷고기,더블에프엔비(주),2019-08-08,1년 7개월,16,9명
한식,순대실록,(주)희스토리푸드,2019-06-07,1년 9개월,0,25명
한식,삼백집,(주)휴림,2009-12-15,11년 3개월,32,6명
한식,통큰두마리찜닭,통큰푸드,2018-08-22,2년 7개월,33,6명
한식,봉추찜닭,㈜봉추푸드시스템,2000-10-18,20년 5개월,154,16명
한식,잭아저씨족발&보쌈,(주)두레에프앤비,2015-05-27,5년 10개월,45,7명
한식,롱쓰부대찌개,위고푸드,2019-11-22,1년 4개월,4,1명
한식,신's쭈꾸미(신스쭈꾸미),아이더준,2020-04-28,0년 11개월,2,2명
한식,본앤본,본앤본(주),2014-10-20,6년 5개월,13,4명
한식,가소,(주)지엔푸드,2011-05-01,9년 10개월,4,2명
한식,제주고깃집,에스엠푸드,2014-01-01,7년 2개월,7,2명
한식,문창식갈비탕,(주)문창식,2018-05-07,2년 10개월,5,3명
한식,돼지치마집,치마집,2019-09-04,1년 6개월,3,1명
한식,두남자찜닭,(주)두남자컴퍼니,2014-01-10,7년 2개월,17,9명
한식,어부의 밥상,(주)라온유통,2015-08-01,5년 7개월,6,2명
한식,친정,(주)친정,2019-08-17,1년 7개월,1,6명
한식,대독장,(주)새인,2017-01-02,4년 2개월,5,2명
한식,구백가(900家),구백가(900家),가맹사업 개시 전,0년 0개월,0,1명
한식,라이스투 미튜,(주)라투코리아,2019-08-01,1년 7개월,3,11명
한식,물고기반찬by생선구이,안녕집밥,가맹사업 개시 전,0년 0개월,0,1명
한식,왕뼈사랑,(주)오늘애,2019-05-14,1년 10개월,0,6명
한식,유장춘 닭개장,(주)제이씨씨푸드,2016-04-01,4년 11개월,17,7명
한식,낙지공장,㈜바로푸드,2020-04-27,0년 11개월,0,12명
한식,명태어장,케이더블유에프,2019-02-01,2년 1개월,30,5명
한식,바로만든족발,㈜바로푸드,2019-05-30,1년 10개월,9,12명
한식,대마족발,(주)조은음식드림,2018-02-06,3년 1개월,36,7명
한식,쏘시지부대,(주)그루나무,가맹사업 개시 전,0년 0개월,0,20명
한식,창을 내겠소,(유)엔에스플랫폼컴퍼니,2019-01-01,2년 2개월,3,2명
한식,숯겹살집,㈜숯겹살,2017-07-31,3년 8개월,9,1명
한식,조옥당,토리고야패밀리(주),2018-09-01,2년 6개월,3,6명
한식,해우리,㈜해우리홀딩스,2017-01-16,4년 2개월,4,3명
한식,태기산더덕순대,(주)푸드프랜,2000-01-21,21년 2개월,8,2명
한식,사위식당,(주)오아시스에프앤비,2018-04-16,2년 11개월,6,2명
한식,배달왔소,(주)비알비에프앤비,2020-04-27,0년 11개월,3,7명
한식,자성화 맛집 코다리네,(주)자성화,2018-01-02,3년 2개월,58,14명
한식,장가네 일품순두부,(주)일품순두부,2018-04-01,2년 11개월,20,13명
한식,부대통령뚝배기,(주)부대통령,2018-03-31,3년 0개월,32,5명
한식,금강산감자탕,농업회사법인구삐(주),2003-06-19,17년 9개월,13,13명
한식,뚝배기양평해장국,(주)뉴서진식품,2001-12-01,19년 3개월,26,18명
한식,장터순대국감자탕,하율푸드(주),2015-03-01,6년 0개월,12,10명
한식,진이찬방,진이푸드(주),2005-07-01,15년 8개월,90,30명
한식,심동보의언양불고기와육회,누렁소숯불,가맹사업 개시 전,0년 0개월,0,1명
한식,파주닭국수,(주)송정푸드,2016-11-05,4년 4개월,37,25명
한식,신기한면,신기한면,가맹사업 개시 전,0년 0개월,0,1명
한식,귀품찬,(주)본앤쿡코리아,2015-06-16,5년 9개월,0,3명
한식,팔팔,(주)훤,2019-10-10,1년 5개월,2,0명
한식,탁사발 두부공방,(주)장인공방,2018-12-12,2년 3개월,0,3명
한식,쭈소반,(주)쭈소반,2020-02-03,1년 1개월,0,2명
한식,서래갈매기,(주)서래스터,2009-05-10,11년 10개월,27,19명
한식,빨간병아리,(주)빨간병아리푸드,2020-04-27,0년 11개월,8,5명
한식,일차돌,(주)서래스터,2018-04-01,2년 11개월,83,19명
한식,명동칼국수샤브샤브,(주)명동,2006-06-26,14년 9개월,52,7명
한식,찜닭의민족,(주)아이센스푸드,2020-04-27,0년 11개월,0,15명
한식,무쏘,(주)유엔아이에프씨,2018-01-01,3년 2개월,48,2명
한식,신가네정읍막창구이,농업회사법인유한회사신가네,2018-11-01,2년 4개월,0,5명
한식,홍게데이(HONGGEDAY),(주)에이치지푸드,2018-08-20,2년 7개월,1,1명
한식,재주당,(주)소우주앤파트너스,2018-07-01,2년 8개월,2,4명
한식,쉐프돼지,쉐프돼지,2017-07-08,3년 8개월,9,2명
